Date,Close,High,Low,Open,Volume,EMA_10,EMA_20,EMA_50,RS_NIFTY,Sector,RS_Sector
2002-07-01,20.51154136657715,21.35537133266104,20.122081477466036,20.771180879964938,22386,20.51154136657715,20.51154136657715,20.51154136657715,,Chemicals,
2002-07-02,21.51764297485352,21.744826741406342,20.83608672296033,21.258002262121128,31739,20.694468931718305,20.607360567365376,20.550996331607596,,Chemicals,
2002-07-03,21.712371826171875,22.52374594167817,20.8360862957547,20.8360862957547,33432,20.879542185255318,20.712599734870757,20.596540468649334,,Chemicals,
2002-07-04,20.933454513549805,22.361473611248037,20.86854556752071,22.069378401881963,24472,20.889344426763405,20.73363352331638,20.60975278413563,,Chemicals,
2002-07-05,22.004467010498047,22.329016656811486,21.22554736412233,21.744826303000377,20925,21.09209398744243,20.85466528400035,20.664447459679256,,Chemicals,
2002-07-08,24.1789493560791,24.828048667651696,22.68602143468561,22.68602143468561,52887,21.65334041810364,21.17126376705547,20.802271063459642,,Chemicals,
2002-07-09,23.237754821777344,25.120143812763462,23.20530035147428,24.34122414490309,30369,21.94141576422613,21.368072438933744,20.897780230452494,,Chemicals,
2002-07-10,22.296560287475582,23.49739549553776,22.23165134698244,23.270209251577008,13485,22.00598749572603,21.456499853080587,20.952634350335753,,Chemicals,
2002-07-11,22.62110710144043,23.33511773778716,22.069373748182684,22.069373748182684,12507,22.117827424037735,21.56741482911486,21.018064654300645,,Chemicals,
2002-07-12,22.361473083496094,22.718477230465624,21.87464857141469,22.718477230465624,7365,22.162126634848345,21.643039424770215,21.070747337798508,,Chemicals,
2002-07-15,21.1606388092041,21.939558560856504,20.706269985789213,21.45273402558845,10703,21.980037939276663,21.597096509002014,21.074272493539905,,Chemicals,
2002-07-16,21.290456771850582,21.74482678192015,20.771177821535662,21.09572747499716,9711,21.85465954519919,21.567892724511402,21.08275030837562,,Chemicals,
2002-07-17,20.67381477355957,20.933454268816863,18.856335830640983,20.77117942952371,12933,21.63996049581017,21.482742443468368,21.066713620735776,,Chemicals,
2002-07-18,21.03081703186035,21.095725967467228,20.7711763371985,20.7711763371985,2200,21.52920713872838,21.439701928077127,21.06530591136811,,Chemicals,
2002-07-19,20.73872184753418,21.225546292424102,20.641355968109327,20.99836006580517,6237,21.385482540329434,21.372941920406372,21.052498693178546,,Chemicals,
2002-07-22,18.888795852661133,20.122084665172817,18.888795852661133,19.47298515984466,10195,20.931539506207923,21.13635658062111,20.967647601393548,,Chemicals,
2002-07-23,19.440526962280277,19.79753112671889,18.629152735775403,18.629152735775403,4111,20.660446316402894,20.974848997921985,20.907760517506755,,Chemicals,
2002-07-24,19.31070709228516,21.12818491162963,18.823882543740154,20.057171152442397,9214,20.415039184745122,20.81635929262324,20.845130971419632,,Chemicals,
2002-07-25,18.85633087158203,19.53788576020525,18.59669144460776,19.47297559394707,9000,20.131637673260922,20.629689919190746,20.76713881064169,,Chemicals,
2002-07-26,18.239688873291016,18.79142347434854,17.850229082070495,18.174778701744504,5953,19.787646982357302,20.4020707719622,20.668023126824018,,Chemicals,
2002-07-29,17.330951690673828,19.343158516927133,17.00640204281895,19.343158516927133,7462,19.34097511114212,20.109583240410927,20.537157580308325,,Chemicals,
2002-07-30,17.525680541992188,19.47297837999132,17.23358537106887,19.44052391124812,5309,19.010921553114862,19.863497269132953,20.41906044155083,,Chemicals,
2002-07-31,17.850231170654297,18.012505999478428,16.259937352954346,16.259937352954346,10808,18.79988693812203,19.671757640706417,20.318322038770575,,Chemicals,
2002-08-01,18.239688873291016,19.34315683734752,18.0125038919075,18.823877941092523,11125,18.69803274451639,19.53537013904781,20.236807012673335,,Chemicals,
2002-08-02,17.46077537536621,18.75897430644264,17.20113583676272,18.75897430644264,13750,18.473076859216356,19.33778968536385,20.127943026896588,,Chemicals,
2002-08-05,18.466873168945312,18.98615204591796,18.07741339218658,18.98615204591796,3350,18.47194891553071,19.25484525522875,20.06280303246713,,Chemicals,
2002-08-06,18.434419631958008,19.40806856925923,18.17478016295608,19.34315839249408,4989,18.46512540942658,19.176709481583917,19.998944859898145,,Chemicals,
2002-08-07,19.440526962280277,19.63525628141792,18.629152735775403,19.53789162184909,12415,18.64247114630907,19.20183495593595,19.977046118815093,,Chemicals,
2002-08-08,19.1484317779541,20.28435569698528,19.083521592111985,20.28435569698528,7322,18.73446398842635,19.1967489389853,19.94455143878133,,Chemicals,
2002-08-09,19.37561798095703,19.472982646578146,18.72651855940443,19.408072456811105,5043,18.851037441613745,19.213784085839755,19.92224032278822,,Chemicals,
2002-08-12,19.66771125793457,19.86244182010808,19.34316155903757,19.79753163271691,1742,18.99952359003571,19.25701524508688,19.912258790833175,,Chemicals,
2002-08-13,19.602798461914062,20.05716720837305,19.472978112606576,20.024712740075483,3919,19.10920993037723,19.2899469800228,19.900123091659875,,Chemicals,
2002-08-14,19.472976684570312,19.732616126086214,19.21333724305441,19.70016166016867,1052,19.175349340230518,19.307378380455898,19.883372252166165,,Chemicals,
2002-08-15,19.472976684570312,19.472976684570312,19.472976684570312,19.472976684570312,0,19.22946340283775,19.323149647514413,19.867278308338875,,Chemicals,
2002-08-16,19.86244201660156,19.894896491588785,19.47298212646058,19.47298212646058,6867,19.34455042352208,19.374510825522712,19.86708864983937,,Chemicals,
2002-08-19,20.99836158752441,21.095727474005223,20.186988691967503,20.38171798881177,6199,19.645243362431593,19.529163279046685,19.91145229445447,,Chemicals,
2002-08-20,20.836082458496094,20.93344832487247,20.31680361542805,20.7711735316564,3710,19.86175956171605,19.653631772327582,19.947712300887478,,Chemicals,
2002-08-21,21.09572982788086,21.128184301623307,20.771180138221155,21.128184301623307,3339,20.08611779192783,19.790974444285037,19.99273259606369,,Chemicals,
2002-08-22,21.74483108520508,21.90710594404989,21.225552032125243,21.225552032125243,3713,20.387702027069146,19.977056029134566,20.0614423407359,,Chemicals,
2002-08-23,21.55010032653809,21.744829649067395,21.09573025655792,21.09573025655792,2353,20.599047172427134,20.126869771744424,20.119821085277163,,Chemicals,
2002-08-26,21.74483108520508,21.777285561750475,20.706271740986484,20.836090885226984,3192,20.807371520204942,20.280961325407347,20.18354696762728,,Chemicals,
2002-08-27,21.420278549194336,21.647462331238785,20.836088143769302,21.420278549194336,5294,20.918809161839377,20.389467727672777,20.232046245335795,,Chemicals,
2002-08-28,21.842195510864254,22.19919968090757,20.80363499896282,21.35537096731856,11797,21.08669758893481,20.527822754643392,20.29518935378789,,Chemicals,
2002-08-29,22.16674423217773,22.393928018732343,21.907103496585982,22.393928018732343,12471,21.283069705888067,20.683910514408566,20.368583662744356,,Chemicals,
2002-08-30,22.1342830657959,22.6211074951854,22.069374132324132,22.23164894212064,16337,21.43783577132585,20.822041233588315,20.437826776589517,,Chemicals,
2002-09-02,22.49129295349121,23.140392288644,22.069377395194916,22.653567787279407,39557,21.62937344081046,20.981017587864784,20.518354861958212,,Chemicals,
2002-09-03,21.258005142211918,22.7184787779364,21.16063924271654,22.68602430347717,27013,21.561851931974363,21.00739735494546,20.547360755301494,,Chemicals,
2002-09-04,22.03692054748535,22.06937501552003,21.67991644686949,21.80973431900821,1964,21.648228043885453,21.105447182806405,20.6057748647989,,Chemicals,
2002-09-05,21.74483108520508,22.069380802894702,20.901002314435612,22.069380802894702,5310,21.665792233216294,21.166340887796757,20.65044373618738,,Chemicals,
2002-09-06,21.679920196533203,22.03692435889493,21.0957297664012,22.004469885247065,3795,21.668360953819366,21.215253202914514,20.690815362083296,,Chemicals,
2002-09-09,21.647462844848636,22.523748473777022,20.965909006427157,22.523748473777022,2501,21.664561297642866,21.25641602595586,20.72833094964272,,Chemicals,
2002-09-10,21.647462844848636,21.647462844848636,21.647462844848636,21.647462844848636,0,21.661452488043913,21.293658580136128,20.764375337690012,,Chemicals,
2002-09-11,22.069379806518555,22.069379806518555,19.602802558660613,19.602802558660613,4933,21.735621091402937,21.367536792172547,20.815551983526426,,Chemicals,
2002-09-12,21.80973625183105,22.00446802953104,21.74482731000933,21.74482731000933,7327,21.749096575117136,21.40965102642574,20.854539601891315,,Chemicals,
2002-09-13,21.09572982788086,21.420279517540564,20.83608908570605,20.83608908570605,3764,21.630302621074176,21.379753769421463,20.863998042126198,,Chemicals,
2002-09-16,20.836082458496094,21.09572311808853,20.44662394522427,20.7711735316564,1763,21.485898955150887,21.327975549333335,20.86290331335639,,Chemicals,
2002-09-17,20.73872184753418,21.12818041299925,20.31680633818271,21.095725945230026,757,21.35004857194785,21.271856149161987,20.8580334519516,,Chemicals,
2002-09-18,20.316808700561523,20.771178730515032,19.79752972752214,20.12207939518644,5840,21.162186777150335,21.180899249295276,20.836808951897087,,Chemicals,
2002-09-19,20.024717330932617,20.15453647194377,19.73262209705446,20.15453647194377,7834,20.955374150565294,21.07078668564169,20.804962221663185,,Chemicals,
2002-09-20,20.1220817565918,20.28435660946754,19.79753205084032,19.79753205084032,1346,20.80386644257011,20.980433835255987,20.778182595581956,,Chemicals,
2002-09-23,20.608901977539062,20.608901977539062,20.18698769647676,20.18698769647676,1066,20.768418358019012,20.945049848806757,20.771544139972434,,Chemicals,
2002-09-24,20.576446533203125,20.706265639188054,20.284351378134563,20.44662618915964,4198,20.733514389870667,20.90994477113022,20.76389325343246,,Chemicals,
2002-09-25,20.576446533203125,20.706265639188054,20.18698673913123,20.18698673913123,1756,20.704956597749295,20.87818303418478,20.75654240165876,,Chemicals,
2002-09-26,20.251895904541016,20.90099511637812,20.154530032318657,20.154530032318657,1696,20.622581926256878,20.818536640885373,20.73675234294826,,Chemicals,
2002-09-27,20.54399681091309,20.673817192762403,20.28435728527337,20.28435728527337,21176,20.608293723467096,20.79238999041182,20.729193302476297,,Chemicals,
2002-09-30,19.92734718322754,20.1220764601996,19.7975268398738,19.894891478359828,1965,20.484485261605357,20.710004961156173,20.697748356623404,,Chemicals,
2002-10-01,19.86244201660156,20.12208153067593,19.797531828568253,19.797531828568253,2376,20.37138648978648,20.6292846807224,20.664991245249997,,Chemicals,
2002-10-02,19.86244201660156,19.86244201660156,19.86244201660156,19.86244201660156,0,20.278851131025583,20.55625204604422,20.63351872647947,,Chemicals,
2002-10-03,19.53788948059082,19.89489360590351,19.472979301972508,19.472979301972508,3309,20.144130830946537,20.45926513504866,20.590552873699522,,Chemicals,
2002-10-04,19.472976684570312,19.797526295979814,19.115972607243265,19.44052221865277,1397,20.02210280433268,20.36533290166977,20.546726356478768,,Chemicals,
2002-10-07,20.1220817565918,20.1220817565918,19.570347009202507,19.570347009202507,1657,20.040280795652517,20.342166125948058,20.530073627071435,,Chemicals,
2002-10-08,20.15453720092773,20.60890730604844,20.1220827240158,20.60890730604844,15877,20.061054687520734,20.32429670451755,20.515346708399132,,Chemicals,
2002-10-09,20.67381477355957,20.738724956888586,19.63525555447163,19.63525555447163,10366,20.172465612255067,20.357584139664407,20.521561142326995,,Chemicals,
