Date,Close,High,Low,Open,Volume,EMA_10,EMA_20,EMA_50,RS_NIFTY,Sector,RS_Sector
2017-06-30,238.41775512695312,245.88682294897416,227.71514338772985,227.71514338772985,49138291,238.41775512695312,238.41775512695312,238.41775512695312,,Financial Services,
2017-07-03,119.39105987548828,120.5524155721751,110.73788348621086,119.3227481047728,28891226,216.77653780850497,227.0818793887184,233.75004158768002,,Financial Services,
2017-07-04,120.82564544677734,123.37605774642353,119.77816138197588,120.00587651768303,8969060,199.3309210154636,216.9622380609145,229.32163389587993,,Financial Services,
2017-07-05,120.21083068847656,121.37217236933172,119.39104782672928,121.09891141541594,3755496,184.94545004692048,207.7478183111585,225.04277886813864,,Financial Services,
2017-07-06,133.85096740722656,135.90040383404278,119.50491241951303,120.41577305365358,34800662,175.65554411243068,200.7100229869745,221.46662939908327,,Financial Services,
2017-07-07,150.8157501220703,157.03237131066527,132.07479493136333,132.1203407438244,76442380,171.13921793236514,195.95818747603124,218.6960066823377,,Financial Services,
2017-07-10,161.29063415527344,166.1409639559732,152.569146896018,152.569146896018,17690766,169.34856633653027,192.65651573119717,216.44481560284498,,Financial Services,
2017-07-11,173.83775329589844,175.97826739413546,162.90742595590703,162.90742595590703,46822522,170.16478214732447,190.8642526421211,214.7739504143373,,Financial Services,
2017-07-12,183.97108459472656,186.27100216716727,177.89108700098657,179.0524287655595,35755930,172.67501895594302,190.20776044713114,213.56599489199962,,Financial Services,
2017-07-13,202.34767150878903,202.34767150878903,185.9977269404397,189.91443019909167,31793634,178.07004669282412,191.36394245300332,213.12606064167764,,Financial Services,
2017-07-14,182.12657165527344,221.339122719204,182.12657165527344,214.57598007861355,62104908,178.8075966859967,190.48419285321953,211.9103944069167,,Financial Services,
2017-07-17,173.76942443847656,180.7147364748241,168.50921006220292,176.93467056531307,31411994,177.8915653682658,188.89231014705354,210.41467009442889,,Financial Services,
2017-07-18,174.13380432128906,178.52870460126212,168.96466685476594,170.786388330289,10616820,177.2083360869973,187.4867381636474,208.99189104450184,,Financial Services,
2017-07-19,172.60806274414062,177.48117192196204,171.42394132817552,175.70498284870035,5154626,176.37192275193246,186.06972145702773,207.56507424840925,,Financial Services,
2017-07-20,170.1487579345703,175.2040368979653,165.5033634495848,173.92882375569997,12444674,175.24043823968478,184.5534392167937,206.09776772629792,,Financial Services,
2017-07-21,168.66860961914062,173.72388858603406,167.71220323643712,170.64973414789162,4939968,174.04556030867676,183.0405983027315,204.6299576044486,,Financial Services,
2017-07-24,165.7083282470703,171.2418039733995,165.09349452222693,169.328991029138,4587130,172.5296999338392,181.38990591647806,203.10361919827693,,Financial Services,
2017-07-25,165.63998413085938,170.55862517182393,165.36672320666625,166.57361056500562,5521714,171.2770243332974,179.88991336546675,201.63445703877036,,Financial Services,
2017-07-26,161.99656677246094,167.14292371429372,161.6777599961152,166.32315471601896,3862738,169.5896684131453,178.18578511851382,200.08002996950333,,Financial Services,
2017-07-27,156.73634338378906,163.86382518188952,156.21260129038413,162.26981904627337,5700212,167.2527002259896,176.14298114377814,198.3802775543773,,Financial Services,
2017-07-28,170.12600708007812,172.40315890231787,153.70774800118232,154.84632391230218,20892366,167.7751196540057,175.56993599485435,197.27226694754202,,Financial Services,
2017-07-31,154.66412353515625,168.50920105862565,153.9354323184202,168.50920105862565,15824270,165.39130217785126,173.57890623678787,195.60135936274258,-0.3870945821021523,Financial Services,
2017-08-01,153.61663818359375,158.48974806575728,152.86518095093902,155.98488135782148,5778214,163.25045417889532,171.67773785076938,193.95489970865833,0.22310815392042627,Financial Services,
2017-08-02,153.68496704101562,158.42143958921446,153.11567914102466,153.48001783756672,7354170,161.51127469928082,169.96414063079283,192.37568666286845,0.21288492069967013,Financial Services,
2017-08-03,148.9712677001953,156.07598381761434,148.06040701587574,153.6621946649888,5104140,159.2312734267198,167.96481939930734,190.67355258590086,0.19271140002351683,Financial Services,
2017-08-04,141.95762634277344,149.54053785898054,140.91012834109455,149.29004286137868,7089318,156.09061032054774,165.48794387011364,188.76312410577822,0.01928064802921181,Financial Services,
2017-08-07,151.81768798828125,154.20869697986643,140.29529346108373,142.41305540110545,15431626,155.31371535104472,164.18601473851055,187.3142834737195,-0.03255177812098531,Financial Services,
2017-08-08,148.35643005371094,153.1384485205228,146.69411212830724,152.79687577289337,5377034,154.04875438789313,162.6784352447201,185.78652451607212,-0.09931895626139375,Financial Services,
2017-08-09,145.48721313476562,148.90294034345197,144.59911850105536,147.05843931158358,3165136,152.49211052368813,161.04117599615302,184.20615936386403,-0.17339131285341136,Financial Services,
2017-08-10,137.19837951660156,146.19312804922524,135.71823102389135,144.2575492510657,5436960,149.71143215876327,158.77043347429097,182.36271701691257,-0.2545546227977874,Financial Services,
2017-08-11,138.7012939453125,141.63882497449268,132.57576467707267,135.2172548888492,5898882,147.70958884722677,156.8590868524835,180.65050434743804,-0.3017704166437458,Financial Services,
2017-08-14,143.91598510742188,145.6466148119196,141.45666409100852,142.09426377694817,3027226,147.01984271271678,155.62641049581094,179.20993496547663,-0.2023636855035854,Financial Services,
2017-08-16,148.58413696289062,150.74743091100933,143.55163765356116,145.5782941710418,5517312,147.30425984911201,154.95571777838998,178.0089232791007,-0.1433238144529666,Financial Services,
2017-08-17,149.19898986816406,151.5672194192777,148.0148681432914,149.31284745904352,2961852,147.64875621621238,154.40745797741607,176.8791219688679,-0.14985467557626575,Financial Services,
2017-08-18,146.3525390625,148.01485698428974,144.3714143508303,148.01485698428974,2053010,147.41308037008284,153.64032284266216,175.68200107057896,-0.14674966977786918,Financial Services,
2017-08-21,150.67913818359375,156.41756352970583,146.46640733128675,147.1040070589366,9773256,148.00690906344843,153.35830525608424,174.70149664363836,-0.10362785588863077,Financial Services,
2017-08-22,149.65440368652344,153.34339200290518,148.69799724914594,152.1137245979012,2571412,148.30645354037117,153.0055527256499,173.71925770414367,-0.09912983248782947,Financial Services,
